fulllabel,labelhash,etherscan_url,last_owner,last_remmaining_cost,last_cost,total_cost,premium,total_gas_spent,transactions,total+premium+gas
0±0,0x745aab45deb0c0fcc7182e3fef6a2efae201ccf08a7968328abf08e6428361fe,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=52628488753802617930527641938287128705906608949476118845660629609581165896190,0x1ccfa671c9d96778835d3f455b304c7e5d5eb886,0.2304335138,0.5800567761,0.5800567761,0,0.005200135524,3,0.5852569116
۳۷۹,0x853b5e901dc670dc2cf3169aa67174d0f169584cf84c29bf02686456b2bed746,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=60262505487920963004886734156242053579752248465266766511731833366460013401926,0x9879d4b8386fbfb6a411f721ac3652b48ac04838,0.2861593128,0.5248650712,0.5248650712,0.05427367723,0.005300196543,4,0.5844389449
۰٠۰,0xa060cc382c14d8bd481b77aeea7dd114ed0c153eb176227f1ea56fcde029c2c6,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=72541082562195422313781303285079950808467224108679157710790448444157356262086,0x34cf7ac942a815ddeddf1319ce91dea69af46dcb,0.02837484038,0.5753787076,0.5753787076,0,0.00754092266,3,0.5829196303
‘1‘,0x2d89898d2e53dd004ad22649a550f8a818a95708459015454e06dceab2883e3f,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=20597085579602481276892018475572713896455885802322265672175266371247073148479,0x7d56da765c194fe5eae10841b57739e634562436,0.02834951173,0.574865099,0.574865099,0,0.006812945104,4,0.5816780441
‘00,0xe27ea1be96f9fa4b5e359db9d3a2e0c19b605376fd586919ff4b8f0ff140cca4,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=102446442829431658853870620350085643243989358263094043127156658192062309518500,0x261f2f416e8895f6c51c7442433934d24073891c,0.004706641498,0.5726413823,0.5726413823,0,0.006436833114,3,0.5790782154
ɑɑɑ,0xc3f30e1540818cbfe0507c534f6f7e080015043fa92d629acb094b63cc957ca9,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=88630446507879108567457481877211046586221543830769679229183300012994278554793,0x2d2888fb0dca0f3aad695a8368e3e43f8936a951,0.02665633194,0.5723271269,0.5723271269,0,0.00408484061,4,0.5764119675
ʓʓʓ,0xf355e7dc13be3d1cb8a12933eacbdad71b63e32398841013e41d61843e83f35e,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=110063804442913463647789998717110159942891480604457698025244340107756366459742,0x8160471b56960fec93cc712298f1f9f5c4be142d,0.02492330387,0.5685628695,0.5685628695,0,0.007842293882,3,0.5764051634
∙69,0x3ef5d3ebf3a3f0f88438081cdde985005d329d44f5b0d50872b4979446cc1293,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=28477736772758188240517591699130040443927076804961131951096860049893143351955,0x33663d3ef64d8e505cd0201ac778ed9c762f7cc9,0.02760635424,0.5597955166,0.5597955166,0,0.01619393563,3,0.5759894522
٤۳۲,0xa1dded019a0921bee8eaa0c6a7e044e7810be8c59226c5add29d5e25e3be67d6,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=73214477580287897025239026453735487400036586948639597445831293067389745129430,0x99bc8703188b77b6293678a9a24a92d73a2684b3,0.02661191583,0.571373487,0.571373487,0,0.004024168145,3,0.5753976552
nƒt,0x180f71361ccc0345f3f3cf64bc5e72e0e91e2fec8a6e69379da3a4304acb6974,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=10882792428177046604804888634884096958855161769174000227255116680166260828532,0x484daab3adca87c1778866e622aff27277e0568e,0.03695108328,0.5619643915,0.5619643915,0,0.01194571231,3,0.5739101038
69∙,0x06e2e29a8957a36b1a64f03ac09a4405b2b489bf904d3be0893ab03411b29b65,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=3114748489109510883252615663333496490940017622833002497779386715577563388773,0x33663d3ef64d8e505cd0201ac778ed9c762f7cc9,0.02760618365,0.5597920573,0.5597920573,0,0.01385421052,3,0.5736462678
‘01,0x727eb253d3632893e25a175cef19fe49a0740066082de5113156e0b934e3233b,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=51787518239441431779608840699271056962813808297305611474721944029158684435259,0x261f2f416e8895f6c51c7442433934d24073891c,0.004667973194,0.5679367386,0.5679367386,0,0.005236222839,3,0.5731729614
˟˟˟,0xc79d854a6c9500d378eddf19b93430bf32a8f4ac7c0093a32b0927e7976d180c,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=90288571795975418012565191468849661766800892807984610593397989004486560782348,0x094739479e2685dc6f03aad39bdf29f56d033ff2,0.02625332547,0.5636743409,0.5636743409,0,0.004174352964,3,0.5678486938
⊙⊙⊙,0x8ee8bad88856c6210803c63519ff4778a3718c96891910031cfe6efa43f49d45,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=64639622580379563858857839078850523044181992051998745050423339390405121973573,0x09fc43682a7382f8129807816b44add1049decea,0.02610324156,0.5604519511,0.5604519511,0,0.00689506365,4,0.5673470148
٠٠۸,0xf114531ad7fe46f1e56ad67a5ef9749a28ed458ca82753d0889ed7a5e4e95b7b,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=109043307018514910499473385073609449652047359899568213707072489296119888173947,0xd968a28904d097c5dd672e3daf443195dc32d245,0.02606848293,0.559705663,0.559705663,0,0.005622287688,8,0.5653279506
۱۸۱,0x867c402cb7c1c2f7ebc48ce22f67bd8393c64da888f921da73ddb604164096ef,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=60829453663545921922046750401997665632923854060377752421937077264192639112943,0xf89e20252987dfeb8ec52fbee3a949b8cd4e0822,0.1530808154,0.490127172,0.490127172,0.06553405917,0.00941255762,5,0.5650737888
☰☰☰,0x7e1d5419439c51d108ba573ffcc16d77e4140261764ac10f08b9ff5d3c385251,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=57043237914182164860359612750061531694326037420405937306419884597296166883921,0x7ff9195e4a5d0b56d0d41c09e8cbd3e938504af0,0.1613641577,0.3926527837,0.5286058081,0,0.03595347765,4,0.5645592857
۰۲۰,0x675f1af52449e3051da20b06c23dd0662241bf6266603fde2975c21bd014c844,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=46756259929643972285615349532130880047465632958813325011827619465159557564484,0x80a7747adadd60de888da9d7e9054e8d33817d02,0.01836982774,0.5157682404,0.5484313034,0,0.01597512602,8,0.5644064295
ʒʒʒ,0x7b024a41f203b9f7edaed15b40c706b7e8c1ad9eeef755f266de382b24e490ad,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=55638526576984625957109009072343629761182585030294802820284595017751336358061,0xc9dab5744d0768ab9235549bd157ab4ef01d57fc,0.02605433577,0.5594019151,0.5594019151,0,0.003589827914,3,0.562991743
۶۰۶,0x7015a4f2db9f74169e89e1e3c64de34482204a7bc8bbacd52d1762a8abf9041e,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=50697281263523135900013794082359203494490506144129817721803573066160001319966,0x819e8ca8c93c557184b850e601d89ffd1616da03,0.01501095896,0.5479000019,0.5479000019,0,0.01505538018,3,0.5629553821
ᏚᏚᏚ,0x2c943dee7785d6f5ffac6852b29f7e84ed52a0d1094e2961a90ffd3e0c987cf9,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=20163686138832604139437622806624645454677636473107398104421277105018449198329,0x97d5d1e7cb3dc385dd3977c0c55cd743402538c1,0.004544475341,0.5529111665,0.5529111665,0,0.007860593005,3,0.5607717595
۶۱۱,0x1a8d459e4d77fbb9e1b14d4b6b8eeefea3298162e7384bc0a68a98ebe32eba6b,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=12009739987626584974186199075066375012697874813788922870260448656896868399723,0x819e8ca8c93c557184b850e601d89ffd1616da03,0.01480229787,0.5402838723,0.5402838723,0,0.01998590868,3,0.560269781
০০৪,0xa502bbb12a6b5fb4898addc71555f4a3c3b03bf094d935129fafc3ab19c029d0,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=74636449113313208060701939034904458528598350084767588585031331923379991095760,0x295c56e0dfb9baa17161de311a635b4d6c54be01,0.004534893281,0.5517453491,0.5517453491,0,0.008517351865,3,0.560262701
۸۱۲,0x829ba6d1a6ef706964eb094f3dacfa16bad44a64f4df89c9fc50d3c44c22b953,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=59075682952968040680601562344356662283201749589225155177985370016477740185939,0x819e8ca8c93c557184b850e601d89ffd1616da03,0.01481452277,0.540730081,0.540730081,0,0.01862440844,3,0.5593544894
০০০,0x0fe49b8ce7ceb0aed45faf3720a465e5f34acf4df7db08b3264117fae861aa1d,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=7188607429006920169879111274257233848431079508084849032997140865753710438941,0x295c56e0dfb9baa17161de311a635b4d6c54be01,0.00453253656,0.5514586148,0.5514586148,0,0.007385081393,3,0.5588436962
ɛɛɛ,0x9d09250d1c33f2c5b8d33db712190711ad4305de16584c63d42957c7f0e09127,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=71029274569220080827349694143028173766242538476267362635375276881835144024359,0xc0e40065d60328f33269d3b4846dbfbcb2b12045,0.2385998457,0.5326540898,0.5326540898,0,0.02594513989,3,0.5585992297
⊘⊘⊘,0x5aec613f8ee1977807b8678f38a310607676d4f023910ea93c5925f242c2dc07,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=41125803462701100819929152513031822657106025942721997283365488532809868041223,0xbb572f990012649fbb32f37e9901361ec91bb851,0.02573797672,0.5526095002,0.5526095002,0,0.003087065439,3,0.5556965656
۱۲۲,0x17484994f4afb1ea54e184e81d204379850f4b14540e20b1b43d2944620488fa,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=10530916349403068944235296144487491745932318145338021735018157046293789444346,0x819e8ca8c93c557184b850e601d89ffd1616da03,0.01476244321,0.5388291772,0.5388291772,0,0.0164995535,3,0.5553287307
٭٭٭,0xf8821f18fce8ab127bdcc2dafabc2251f130da0615bb22f370ab6e74a4987f8c,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=112403491194881136465754522416487877237263802628492329184564832998895763619724,0x282c52b1dd852c5b6d7a0bd46dcc903ac7d75c9e,0.02561222084,0.5499094474,0.5499094474,0,0.005312512226,7,0.5552219596
ɕɕɕ,0x0a8ccf9ba71bbd9510ab30659f6ecd3cb1ea651911c5cb01ee2e8fb57eaf05fc,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=4771919932785721256326277772979734853243491746205534472127705844489764406780,0x842ce2c49c2e82c1c3f83d30aa387b5ad98a501f,0.02561129297,0.5498895256,0.5498895256,0,0.003822336232,3,0.5537118618
⠂⠂⠂,0x056feac25f2f8ec2587fb04d038cca6d971f8532407c9b6c3336459fc89a74ec,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=2459304516005766813792208937607286893521113218300721330879622389673301275884,0x747dbfbcfb74fd5fc115896c758a2fdff581c702,0.2390573722,0.5453496303,0.5453496303,0,0.00334595197,4,0.5486955823
۰۲٦,0x28a9c17f42db3698d67dcf156f99f7253a2e9f7468279ab5faba455577d47e52,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=18392446565277150152246051465507553657374479658047332711743000407177700867666,0x347033234a5e2f228e346d87a76376f669238a20,0.03981637718,0.5382584322,0.5382584322,0,0.008638503091,3,0.5468969353
ɢᴏᴅ,0x3b47dbcecabd7b450f9dccf97e2fac2d4faf2dd3b086e52813355b2aedec7dc5,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=26813421265561973862192141015067234820061575556627865490656233792385726578117,0x5cde654f34126207f38d97bb335d0b0362dd78c7,0.134678414,0.491576211,0.491576211,0.05297706414,0.001987035985,4,0.5465403111
۰۶۰,0x158760a19df23fafbc97a7ef4557880846ac6e50cd19b1c0c961f7e9a3c65cea,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=9737761098828066503605428836130708725081406922656037229245754376547136330986,0x76e601263309d8cb4e007fca2ff1cfa4818a85e6,0.01437139564,0.5245559409,0.5245559409,0,0.01908894638,4,0.5436448872
phở,0xab49838463186f9aaa64448bb1609069548c47c91456caddfe226ecfb0679593,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=77475384641387733339144279290223925685166433422907017411748460405878430340499,0xb00c5c0cef3420ccd0d28eb185f4698848840100,0.03250639672,0.5393106728,0.5393106728,0,0.003900787023,3,0.5432114599
۹۷٤,0xb8eaad41aecf351f99a0f0fbe2fa3631eca0aebf4b77106c851a7a0a4396cdae,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=83640202125403264503384736580121070375111437549236483194652525891117357911470,0x969e52e0b130899ca2d601bd5366c33f1bf6e393,0.01301083185,0.5276615138,0.5276615138,0,0.01351656778,3,0.5411780816
۸٦۷,0x8eed6f4356a10257794957d221178046cd6b9e0493c3150308475d7a19574982,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=64647935162460317091682516086803127291883335784618450266307978464777635056002,0x58292dccdb7609540b8520b60d448fd8395740fd,0.02730056539,0.5244582298,0.5244582298,0,0.01433201859,3,0.5387902484
٦۱٥,0xbaffe08282b420ad90c40397b5918b32a6e50fe3f36882c74d27f4baa6a084b5,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=84582285347745482190851142542987463174590489446244814800271064926695031080117,0x2a68e5bc6bb3ce0aaa24e5289d9190fe8f6ff5f4,0.02896698506,0.5286474774,0.5286474774,0,0.007365969901,4,0.5360134473
٤٢۰,0x0ff2879deff76dd7bef47b4408b55effab84780f4c5ab638b297229a1448a038,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=7213205712165232427826424405203136889183045127090052072803716170022881108024,0x149962f2b7b4cc5e5bd33d74c7707959cd7d0706,0.02838645665,0.5180528338,0.5180528338,0,0.003709232573,5,0.5217620664
౩౩౩,0x061cafc25d574d1b5aa334ea1fad0c16be283cbdd2eb82adcee31d143d6df1e4,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=2764561854983691622586333605705062708058877405703674641882927310853416808932,0xa7329b6d0c0004906175f611164d8b3b18a7070c,0.05363028325,0.3792427173,0.427144158,0.08665034004,0.005815397315,5,0.5196098953
❪ツ❫,0xef9495199c24518866261562ec0dd1d19a164e98ecdba15196f0355a86ba19bd,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=108365293227635864234256038332129324548542465261729651649424752022615341275581,0x6500fccd0d29a732eadde0c6624f9863b8c9d1dd,0.1262618688,0.1740883343,0.4956662774,0,0.01405124914,7,0.5097175265
٤۷۲,0x1f2c4facd4511ccef9d946bbb39f8e02be95d7975dca6bef919db40305887b94,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=14099989474363303749018313998082726646029477316628455767292328033688394169236,0xb7b70db4577fa454395a568b4a34e9f078414677,0.1396479638,0.4997206547,0.4997206547,0,0.003438703381,3,0.5031593581
’’’,0x24802c0fa044969c0452f34d16d119d53ef7dce27f2f6155f9e0805e0f36a3f3,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=16509723071405864232176720623474143090192012795987088559309667726837364990963,0x130f4819ffeea9cc35f2fd7375980101ed34aec0,0.1536232109,0.4918637894,0.4918637894,0,0.009659972585,5,0.5015237619
۹۱٣,0x9534e9997f54f81bcff5620bbeeb572d27e5184daddc0769498ee27c89fe5e6c,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=67488102731455425461000351595732178096377151138406836298742457338674773122668,0xcfa54431572a72e31df3d57e4049bce8a06afa74,0.1659400529,0.4924237342,0.4924237342,0,0.004281624451,4,0.4967053586
°§°,0x9cc45c3fb4fa32721f6c533d57bad922127604565a655fbd21ab02ee4f8d9ccc,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=70907743081885802275630819405040965136500795473287143752633070981533674609868,0xf5f663da88e49d3e45ea5126b5bfa2dcdb811a71,0.1315701942,0.4850820291,0.4850820291,0,0.001586524854,5,0.486668554
╹므╹,0xf3bd1add62e059960fc3c0643cee295f05dbdc52d8390a9b0e719e87343226ee,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=110246141714942973806125221473250531658947990606043003161541658405198254712558,0xb75cbdf4e348cb39caf3e4cad0dae97a3b8f5f06,0.1296679055,0.482946791,0.482946791,0,0.00179322066,3,0.4847400117
۰۲٤,0x3f222665c6371d42ed1e119f4290e090b826e00ae248e35c7b3772141d1ae9c2,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=28556047271138545417707386697921145159231163931123910141294196646124480817602,0x9e668e4fe084d039ef9e2a7d3fb86526fc3f02cf,0.1385551003,0.48164392,0.48164392,0,0.001787830367,3,0.4834317503
ʬʬʬ,0x42241100a6a9277d1be741fcd591de7a86876f2aa50d5e4928dceee60c87c3e5,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=29916371848066925348521724811450277752546727028783665666325951804711245431781,0xd62ed5be46b381b4a976202a2420e07d80f992c9,0.03873117604,0.4283902804,0.4283902804,0,0.04223882997,3,0.4706291104
℔℔℔,0xd578569ed60515a4b86f10535893e4584ff192ef57c5f73ca25782ec9010f73d,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=96555256228405466318788656938355099510122086800493811078677341709991387658045,0x0dd47bed891bca6d2a50812034c290add2d46ccf,0.1404466586,0.4660275491,0.4660275491,0,0.003538915469,3,0.4695664645
−32,0xf6d9ad18133f39c52a979a046bcd93bf4c1cd484b28ae4a85fc84b21a1c8dc32,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=111653561215724098790090217980096787800268206124163443273830550594080639343666,0x051a0259259db0e5785cb2ab04f72ca9e754381d,0.1183217796,0.4643811781,0.4643811781,0,0.002281792419,3,0.4666629705
′′′,0x19be1fdc27a113e560c6cbbaf492012bf76a6c6bed8cbe1d307c868af3227b77,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=11643742046388012917730096990492417332272209174739585177722820644511410191223,0x1ccfa671c9d96778835d3f455b304c7e5d5eb886,0.1329912652,0.4630514051,0.4630514051,0,0.00119556,3,0.4642469651
ǝth,0xf19689fdf89f2f769b0a810e82c10a1716c5f59b11178fb5b6f43cd6824a53a5,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=109273375954582907754302744069583112404364355581731581929863319883865165288357,0x3c6b17d8214dc7e5e8fa17d006b1a07ec72105aa,0.05428693286,0.3358428897,0.3358428897,0.118617997,0.005769403683,4,0.4602302904
§§§,0xe1b6c6b7f891f0258709c230da48ae0991079d620468d0c106113743b56e7075,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=102093328602648991726878678133164549081289702970759881656026628367651806539893,0xf86384c46833a16f4e65f975dd9a3d076e770a04,0.1921349644,0.4182659761,0.4182659761,0,0.04001568076,3,0.4582816569
○△□,0x90fc295a03ea3935f59a8b8935c7e2ec227dd4cfa63b640f648941cf9bb7667f,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=65578581054722222059272598230477620707716760572643870267832732330464988587647,0xcb08ab50a82fe3484417c963390daf40d0c05bde,0.3248190678,0.447392301,0.447392301,0,0.008588405833,4,0.4559807068
۹۱۲,0x4c86e56d46d5192ed38ca62273cf382fba08ad31fb48f2b8336b39c2536db7fc,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=34614117445015674776925178250765705465414424012933096842082793938000058103804,0xcfda9974d234fc548c7f96700b578aa90a367c8b,0.006850314698,0.3836176231,0.4099353218,0.03193528285,0.01343751745,6,0.4553081221
ⅎⅎⅎ,0x052ac51b094748e8ef300f1512c28e4682f6813b03ac53a28818201b1ed61027,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=2337132192563037330443639821294382352720669248222893813124632769930622013479,0x368a923dcb3550513710563fc80bb45a6cdbff2e,0.03892391952,0.4305221401,0.4305221401,0,0.02231651486,3,0.452838655
۳٦۰,0xe612bf9864f5d74f89392dbd37d2f9786fe957a35aeb7647c8aa76be3d97d144,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=104065080763413772960304607198826953374678832921986845035254133594916864381252,0x722dc2df19a5f6b5215f47fabf39c19e5bc37e71,0.08831064836,0.4476859257,0.4476859257,0,0.003758979491,4,0.4514449052
ʅʅʅ,0xff4d61dd8a3e1c4c64f7db10e86ed49edc59bbf81092ad6309c7dfa1bc3b5910,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=115476499054823363798254424875501761923203883807772491272895808631161518512400,0x368a923dcb3550513710563fc80bb45a6cdbff2e,0.03901703116,0.4315520114,0.4315520114,0,0.01942489506,3,0.4509769064
۰۳٦,0x6b9fa11d6ab486fd9eb3a49c61808b0644a76f3603df3adcac2926266c15460f,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=48679515455946920836130301412816892575967165730706787330695401896237862307343,0x722dc2df19a5f6b5215f47fabf39c19e5bc37e71,0.08724617326,0.4422896283,0.4422896283,0,0.002198279182,4,0.4444879075
∀∀∀,0xb42fa3d1b4993523f57caaea7c43751274cf36825bdffd8242c382d36076a24e,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=81500485195335152710161892277024463678034471651946209718211489563606078890574,0x368a923dcb3550513710563fc80bb45a6cdbff2e,0.03891466379,0.4304197662,0.4304197662,0,0.01401258181,3,0.444432348
٦۹۹,0x19cbe59c5038f864abd48e0dcd0b8b327c726a619d0198be4c019ad1ad9580bf,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=11668075882845186392691132027635515571456811176516133024832645928388796973247,0x58f1bf336ade2935f73e25a97e374190821722dd,0.03488782913,0.4244685878,0.4244685878,0,0.01641553389,3,0.4408841217
”””,0x4546a319d5083f53ec8e304ec7fe78a59a8760cb2c0b426bcd56b62abe93d67e,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=31334391527867972139907422276584350056518584645870199917930303376863318496894,0xdc4fa2a02eae350b31b06e391ed53ba46aa82230,0.08062856672,0.1583073078,0.4127343272,0.02027314098,0.00692146891,7,0.4399289371
⬧⬧⬧,0x3d09705d5310963cb9650daf36b6e9ca22c363fa18fdda2cdc19aeb1fac24c9d,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=27607760898775879386490857136652420345925360049366033176904701113855004265629,0xf46aacb60de2944d1fb5415ba03ab6e6ad1a700f,0.03898463099,0.4311936458,0.4311936458,0,0.002945081176,3,0.434138727
┐┐┐,0xf57f28afdef3e593bf65bd71493df7eadf7e3a372ad4b68ae7b5c69fb411fa61,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=111041318291451320403751059740617135370204075368996050440026197395872272218721,0x368a923dcb3550513710563fc80bb45a6cdbff2e,0.03846614906,0.4254589214,0.4254589214,0,0.008072603763,3,0.4335315252
٣٧۹,0xf88c905253c8113a5181344238053358e2e659c5f6064113149f3020a9e6a9d7,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=112421941108731825790637356516656084487087215042286260232024479427545541290455,0x87cfdc4bfae569088bc1bcc0dd3c19f53da54193,0.04272739593,0.4214999869,0.4214999869,0,0.006216412374,3,0.4277163993
♯00,0x100fd6eeb08e052ce1e2d9e03a01d4e137472b5fd18c5e937c4bf0b6832bdfb6,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=7264991692082845003292095483032078258127824585236060208205298908630044368822,0xba71731fd21c96c2db3a64db597195b8f44086eb,0.04033813626,0.4206691353,0.4206691353,0,0.005545537911,3,0.4262146732
➇➇➅,0x93703b67e5df14c02f8786471ae53184d18d3864b9c4e066befe1dade7047457,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=66688285617112590511871427051190262689023120682573884000900659339205854655575,0x7eff7eee42dc0bd27081a78fe23cfe2a72697f2b,0.04290562279,0.4232581708,0.4232581708,0,0.002879880275,3,0.4261380511
✗✗✗,0x38c96e674b1b8e9a21753223fd99b9f77f6db80f21be0d9e9fb670fea4746701,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=25685417757565784861284954390484662758646828600729434065576198152331505985281,0x97925f0a1e19e8334e7af54b153d0b5ee739197a,0.03543825045,0.4172568199,0.4172568199,0,0.006480305069,3,0.4237371249
